midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_d'Rabbi_Yishmael	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma.	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Otzar_Midrashim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Sefer_HaYashar	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifra	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Tanna_debei_Eliyahu_Zuta	midrash.Vayikra_Rabbah	midrash.Yalkut_Shimoni_on_Nach	midrash.Yalkut_Shimoni_on_Torah	text
1	1	0	0	0	1	0	0	0	0	1	0	0	5	30	1	0	5	2	1	0	1	0	0	0	0	0	1	3	0	0	7	10	ואף עזרתיך בגבריל זאף תמכתיך ביוין צזקי הנה אנבי עמד באותה שנה זיחיןאת העם וגו' מה עשה ײ בפנים והלבישו בגרדים לבנים מבחוץ והתקיו עצמו לג' דניים לתפלה ולדוון ולמלחמה מני ותעבור המנחה על פני וגו' למלחמ' מני' ויאמ' אם א יבא עשו וגו' לתפולה מניין שנ' זאמר יעזב אהי אבי אבכ' וגו' ומה כת' אחייוקננתי מכל החסדים וו' הינילני נא מיד אחיוגו אמ' לו הק' אותה ראת אותו חייך שאני מצילך שנ' הוא יקריונונו וגו' ואתר יעקחב לבדו וגו' מה כת למעוה מו העני' ושא מאד וו' וכאן שראה ה שהיה יעקב לבדו מיצר א"ר ברכיה שלחחק' ארבע ביתות
1	2	0	0	0	1	0	0	0	0	0	1	0	6	23	0	0	0	1	1	0	0	0	2	1	0	2	0	0	0	1	7	9	של מלאכים להיות עושין מלחמה עם עשו כל הלילה נאתה כת'ראשונה אמר מי אתה אמו בנא של יצחא אנו וחיו מפשין אותו וביון שאמ' להם אחיו של אברהם אנו התחילו מפגישין אותו וכאן שאמ' להם אחיו של יעקב הניחו אותן והיו אומ' לו בשביל אחיד יעקבאנו אותך הוי ואותר יעקב לבדי ולא יעב אדע כמ' ניסים עושה הק' עמו לא עשה אלא אשרפושתי מיעחב לא היה אודע ל לו הא' מלאכ' אולא' סנזר שהיה עוסד באותו המחנה ששלח לו בון אמ' לו למצואו נו' ו תיי חז שייתיעי ייבה יה עשה המלאך נתו ר' יוי בו קיס לר' אלער' ותלמ'
0	0	1	0	0	2	0	0	1	0	0	0	0	2	25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	3	לו ר' יוסטעיו בן שונה בשס ריהוש יש סית ו מעשה בר אסי יסמ' ותלמ' שהיומטילין בטבמא יאמרו לו ר' אפר ב חיסמ' אימתי בן דו בו אמ' לחם אף אנר אומ' לבם אתם תבקשו ממני אות אמרו לו לאו אמ' ולחם הרי השעה הוה יבנה ויפול ואי מספיקין לכנותו עד שבן דוד בא אמ' רבותי לר יוסי ר' מבקשין אני ממך אות אמ' להם הרי מי מערת פמיים יהפכו להם כדבריו אוי למלטת של עשו כשורך לההק מעשיה מקום ומלפרע ממנהמצינו נמצרים בהשפה פרע מה שנ' וישקף ײ על מחנה מצרים וגו ובאשור כת' וינאן מלאך ײ וג"ו' במדינה
0	1	0	0	0	1	2	0	0	0	0	0	0	5	31	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	8	5	על ידי מרזכי ואסתר באן על ידי מתתיה ובני אבל באדום אמ' הק אא בריד שפורעת בה אני אופרע בה ש' חזון עבריה וג' א"ר נרכיה מה ראה עובדיה לפרוע מאדום ראה משלם גמו לאוהבאן לשונאאו על אחת כמ' וכמ' ואח הק אמ' על ידי אליפו הנסה פ דבראליך תלאה אמ' לואליפו לאאב למה אניכאנוה כך אמרת הורצי לחומר וגו' סבור אתה שהוי משוה אותך לו אמ' לו ברכיה סבור את המקוא ואות משל בעפר ואפר והוא דן אותי כר הסלגה שכת' בהן ותהי הלבינה וגו' הרני לחומר וגו' אמ' לו אליפו וכי מעשיה באברהם ואת בניסין יוחד ש' הנסהוגל'
1	0	0	0	0	0	0	0	0	0	0	0	0	3	33	2	0	1	3	0	0	1	0	0	0	0	1	0	0	0	0	18	7	ואבר' נתנסהי נסיונות ועומ' בכולךן הריאתה יסדת רבים את היית' מנחם כל נעלי יסורא כשהיה סומא בא אצלך והיית אומ' לו כבר היה הק' יודע מה עתיד לעשות שסימא אותן האיש ו והיית מנחמו ואומ' לו אם הייתבונה ברת ולא היית מוצה לפתוח לו הלונים מיהיה ממחה בידך כך הק' עתיד להשתבח בך או יזלג תפקחנה עיני עורים וגו' אם היית עושה קיתון ולא היה רוצה לעש' לו אזנים מי היה מוחה מידך כך הק' מתיד להשתבח בזאו יולג כאייל פסח וג' והיית מנחמו כושל יקימון מילאאעכשיו שנגע בךנתבהלת כיעתה וגו' הלא יראתך עו שאמרת אדם יודיק אנ ולמה מייסתי
0	1	0	1	0	1	0	0	1	0	0	0	0	4	32	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	16	6	וכי ראית צדיק אובד מימא זכור נא מי הוא נסי אבך נח שהיה צדיק לאנמלט מכל דורן אבר' לאנמלט מן הכבשו יצח לאנמלבו מו המאכלת יעקב לא נמלט מן המלאך משה לא נמלטו מי פרעה זכור נאמי הוא נקי ואבך נגו' ולישר' לא הניל ואיבך את המצנרים כאשר ואיתי הורשי וג' ומה היה להם מנשמת אלה ישבדו וגו' נשפת ברוחך וגו' אף כל הרשעים שעתירין לעמוד שאגת אריה אמ' לואיוב אם כן הסתכל לעשו אביך אמ' לו אי לי עסק מו שנ' הנן לא ישא ועון אבא האב וגמ' ליש אובד מרלי טרף זה עשו שהוא אובד מזדלי מעשים ובנ
1	1	0	0	0	1	0	0	0	0	0	0	0	1	22	1	0	2	0	0	0	2	0	0	0	0	2	1	0	0	1	9	7	לגיא יתפרדו אילו אלופיו אמ' לו איוב ואת מה אמ' לו י' ואלי דבר יונב אני נביא אין ליעסק עמן אלאלהוכיח בסעיפים מחואנות לילה וגו' אמ' הק אתההוכחת לעבדי איב בחוון אף אני מעמיד נביא שפירע מן אביך בחזון ר' שמול בר' נחמן מה ראה פפדיה שלאנתנבא אלאעל אדום אלא אמ' הק' עשוגיזל ביו שני צדיקים ביצחק לרבקה לא למ מזרכיהם ועובדיה גר בין שני רשעים ולא למך מזרכיהם יבא עובדיה ויפרע ממנו לכך חזון עובסיהמה כת' בנבואתו והיה ביה יעקב וגו' ויבא יעקב שלם ילמ' וני' מהח לדבר יתר נשב' כדשנוטותי נשילא נדרים שהן לינורך השבת דברים שאין לורך
0	0	0	0	0	1	0	0	2	0	1	0	0	7	38	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	השבת אין נשאלין ואינו צמך להרבות רברים בשבת א"ר הונא אם נתקלל אדם בעבירה מיד מלארי חבלה סוטנין אותון שנ' ותסרב לשחת וגל מה יעשה אדם יעפ בתורה ומקיים ואם אינו אדע לשנות יקרא ואם אינו אדע לקרות יחוי בתורה והוא חיה שנ' -ע חיים והיא וג' שאם היה בו תורה יהא מחויק בספו ובמשנ' שהן מלמדין תורה והו"א והוא חכה לחאות שנ' כי עא חיים היאוגו' אבל אם היה בו תורה התורה מרפא לש' עץ חיים וגו' זו התורה שאין י' לך שיהא יגיע בתורה כארינו יעקר נ ויעקב איש תם אשב אוהלם איו כת' כיוו אלא יושב אוהלים
0	5	0	0	1	1	0	0	0	0	0	0	0	6	32	1	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0	7	3	איוא מבית מדרשו של שם והולך לבית מדרשו ש עבר מביח מדרשו של עבר לבית מזרשו של אברה לפיכך כאן שואבק עם המלאך והיה צולע על יריכו שנ' ויזרחלו השמש וגו' מידנגלה עליו הק' ורפאו והביאושלם לעיר שכם מני ממה שקרו בעי ויבא יעקב שלם זשה ל ישמר ינאתך ובאך צאך צאתך ויצא יעב ובואך ויבא יוקב וכת' ותגזר אומ' ויקם לך וגו' הק' דיברלצדיק אם משית רצו אף אני אעשה רצונך אותר משלי ותגזר קומ' ויקה לך וגו א"ר ברביה הכהן מהו ויקם לך אמ' הק לינדיקי יכול אני אומ' דבר אתה אומ' דבר אני מבעל ולי ואקיים שלך
0	0	0	0	0	0	1	0	1	0	0	0	0	11	25	0	0	3	1	2	0	0	0	1	0	0	0	3	0	0	1	2	3	הוי ויקם לך אמת היה הדבר כשעשו ישר' אותו הממעשה מה האלהים אמ' למש' לך רד כי שחתוגו מה כת' ועתה הניחה ווג' מיד עמך משהמשה בתפילה וכתחיונים שנ' ויחל משה וגי אמ' לו הק' איני יול לסבו אמ' כשם שסבלת ממצרים עדהנה כך סנול אותם סלח נא וגו' ויאמ' ל סלחתי וג'ו יד וינחם וו' ותגזר אותם אומ' וגו' ואףי יעקב נדר ה נדרים רברים לפני הק מניי שנ ידר יעקב נדר וגו' אמ' לו יצחק אבי בקש לצאת להונה לאריץ ולא הנחת אותו בשביל והיה עולהתאתה אלא ואמרת לו אלתרד מצרימ' זאוניאיני אצין בטובתי מפני אחישלא יהרגני נטולותי
0	4	0	0	0	2	0	0	0	0	0	0	0	5	25	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	5	שוה ללמך מאובי ואלתניהני וידר יעקב וגו אמ' לוהק' אתה העזת עלי שאני עמך שנ' ואלהי אבי היה עמדי הנה אנכי עמד ושמרתיך מלבן ונתן לי לחם ויצל אלהאת מרנה אביכן וגו' ובגד ללבוניו ויי ביום מהוא וגמ' ושבתי בשלום זיבאו יעחב שלם הוי ותגזר אומ' ויקר' לך ' שני דרכים שהשקי הק' השמש שלא בעונתה כשבא לאת וכשבא לדבר מו וייצא יעקבזגו' מה כת' שם והנה ײ נצ וגו יבטבא הזריח לו השמש שלא בעונתה שנ' וידרח לו השמש וגו' ועל כל העולם אא השמש זרח' עליו על יעקב אלא בשביל לרפאותן כג' וזרחה השממ לפני עונתה לכם יראי
0	0	0	1	0	4	0	0	0	0	0	0	0	2	35	3	0	2	0	1	0	2	0	1	0	0	0	3	1	0	0	8	4	שמי וגו' א" ברכיה הרהן מהן ויזרה לו השמש שהזריה לו השמש לפני עונתה ג' שעות כשם ששקעה לו בעונתה אמ' יעקב ה' דברים התנה הק' עמי ועשאו ואני אני עושה מה שדברתי שנ' ושבתי בשלום מי ויב יעקחב שם מזבה ויקרא אײל אלהי ישר' כין שעמד ישר' אמ' הק' למשה משה ה' דברים שעשיתי ליעת עשאני לבי אל אם יהיה אלהים מדי וגמ' וײ הולך לפניהם אמ' וגו' ושמרחר ושמרני ששמירתם מפרעה ומחרייאוניערתי פרעה וכל חילו וכ עמל ויחלש יהושע וגו ונתו לי לחם ליכל הנני ומר לכם לחם ובנד ללבוש שמלתך לא בלתה וגו' ושבתי כשלום וגה כו
0	1	0	1	0	1	0	0	1	0	0	0	0	4	20	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	2	העם הה על מוקומו יבא נשלום ואחרכך קנל מלכתי ש' ויצנ' ם מזבח ואוף הם יבלו עליהם מלכות שנ' אנכי ײ אהידוגו' מה אמרו ענוכולם בפה אחד ואמר כל אשר דבר ײ נעש' עשמע הוי זתג' אומ' ויה וגו' ויבא יעקב שלם וכי היה חסרכלום הן בשעה שאמרו לוזרם הולך לקראתך וגנ עמד ועשה דורון התהילנותו לו עיזים רכותזאהלבדתיישים רחלי אילים גמלים מניות ובניהם שלשים אר לוי אם היובה מחזיר על כל קריראן אתה מזינא גמלים מיניקות ובני שלשי ראה עושרו של יעקב כיון שראה מלים שהוגדולים אמ' עזכאו הוא הכבד ראה דעתו משי' יעקב שוב נתו פרות פרות ארבעיםוופי
0	1	0	0	0	0	0	0	0	0	1	0	0	6	28	4	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	6	3	עשרה יר"ר יצח הוא מאבנים טו טובות ומרגלי ש' ויקח מן הבא ביח דברים שהן ניטלין ביר שילו הן טובות ומרגליות א"ר יהודה הלו בר' שלום כל שנים עשר חזש שעשה אצלו כךהיה היה מכבזו בכל אם ואם שכך אומ' יוקב כי השחד יעורפקחים קל וחומ' רשעים לי כדי לכבודו שלא ײ גנבי ד"א חשב ואמ' נכפי חוץן לארן אאן בהם ברכה לכך היהמבובם א"ר הושעיאו אמ' לי זקן' אומ' לך טובו של ומוש וכשאתה דרשו אמור משמי להחזיר ליעקב כל מה שנשל מידו מניי' שנ מלכי תרשיליו ואיים ו'וחה יביאו אאן וה כאן אלאמנחתו ישיבו אמרתי לו זה הדבר
0	1	0	0	0	1	0	0	0	0	0	0	0	2	26	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	8	6	י הוב שאמ' לי מה י שנתן לו מדעתו ודקעליו שלאמבקש ליטול שנ' ויאמ' עשו יש לי רב וג הוא מחוירנברים שנטלו מיעקב על אחת כמ' וכמ' באותה שעה הודיתי לו אמ' עשו עד אפא מטריח על אחי עמד והלד לו שנ' ויקח עשו יאת נשיו גמ' מהעשה יעחב כאן שראה שנתל שנסתל הנעביר נו בני צאנו לאריץ ישר עמד ומטרכל מה שהביא בידו מחיעה לארץ ועשיון בראת של זהל ומג לחלון עמי התחיל אשו שח אמ' אני מבקש מן מערה הרי אני בקש והב זה ומני שמכריעק כל מה שהניא מחוצה לאאן זוטלו עשו שכן אסף אמ' לפרעה אבי
0	2	0	0	0	1	0	0	0	0	1	0	0	4	26	1	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	4	4	השביעני לאמ' א"ר הונאם הכהן בר'אבין כשבקש יענ לילך לארא ישר' מה כת' וינהג אתכל מהנהו וגו וכשרקש לילד למנרי מה כת' ויקחו את ר' מקהו וגו' מה שהביא מארם נהרים היכן הם אלאן מכן אתה למד שמכרתם ונתתם לעשו תאמ' שחסר דבר אולא מילא אותו ה' והחזיר לו הכל מאיד לכך נאמ' וינאיעקב שלם ותנא דינה בת לאה וגו' ילמדי רבל מהו שתינ א אשה בתשיטיה לשות הרבים כך שנו יבותונו לא תינא אשה לא בניכול לשות הרבים לא בעיר של זהב ולא בקטליא' ולא בנומים ולא טבעת שאיזעליה חותם ולאנמח נקובה ואה יינאה אינה חייבת חטאת נזמן ישיצתה
0	0	0	0	1	1	1	0	0	0	0	0	0	15	35	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	5	בהם בתוד הנית אבל לא תנא באחד מן התכשיטין הללו לרשות הרבים רתי אומ' אף בחול אנה צריבה לאת לרשות הרבים למה מסני שהעם מסתכלן בה והוא פגם לאשה בשעה שהעם מסתרלא בה שלא נתן האלהים תנשיטין לאשה אלא שתהא מתהשטת בתוך ביתה שאאן נותנין פרצה לפני קנשר וביתרלפני הרור ואיוב אמ' ברית כרתי לעמלוו בא זראה צדקו של אם ווהים על הבתולה שכל אדם רשאי ללסתי בה שמאישא אותד אוישיאנה לבנו אולאחל ולא הר היה איוב מסתכ בה על אחת כמ' וכמ' באשת איש כל עיקר לא היה מסתכל בה לפיכך כבודה בת מלך זאם עשתה והנויעה ענמה ובה
0	1	0	0	0	0	0	0	0	0	0	0	0	7	40	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	9	3	ממשבצות זהב לבושה וגו' א"ר לוי דכתה שתעמד כהנים לבשים בגדי כהונה גדולה ש' ועשית משבצותזהב זגו זכברבאמ' הדבר הזהרמז בתורה שלא תהא אשה מהלכת בשוק הרבה מני' שכ' טת' וברך אותם אלהים וכבשוה האויש כובש את היושה ואאהאשה כובשת היויין אבל אם הרבת רגל והיתה אנאת לשוקבי סופה באלידי קלקמ ולידי נזנות וכן אותה מוצא נתיעקב כל זמן שהיתהיושבתבתוך הבית ולאותחלקלה בעבירה אלאכין שינאה לשוק גרמה לעמה לב ליי פלקול שנ' ותצא דינהוגו' ואה לרעהו וגו' מי שהוא מבזה את רעחו נקרא חסר לב שנ' שכם ואם היהר וא אותו האויש מתבוה בול דינה נותן ידו על פיהו ומחריש
0	0	0	1	0	1	0	1	0	0	0	0	0	2	23	1	0	0	0	2	0	0	0	2	1	0	1	1	0	0	0	5	5	ואיש תבוטת יחריש זה יעקב אבל אותו האיש שהוא מבה לרעהונקריו חסר לב ומי היה זה היה חמור ואיש תבנת יחריש זה יעקב נ'זהחריש יעקב וגו מתוך מה על ידי הקלקלה הזו ותצא דינה בת לאה ושה הנה כל המושל עליך ימשול לאמ' א באמ' ובתה רבי שאל את ר' הייא מהו באמ' בתה אמ' לו במזבה בן כהנאהטריח עלינ' רבינו הרבה אמ' לו אמ' לי אמת מה אתם אומ' אמר לו בנשיא בו הדור דא ראמ' בתה זודינה מה טת' בלאה ותצא לאה לקראתו וגואף כן ותצא דינה דה החוח יושר בלנון וו' זה היהחמור שלח את הארז אשר
1	1	0	1	0	0	0	0	0	0	2	0	0	4	30	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	6	4	בלנננוו זה היה יעקב שנ'צדיק בתמריפרח וגו' תנה אות בתך לבני לאשה שהוא והתחתנו אותנו ותעבר חית השדה אשר בלבנון אילו השטים שהיומשולונ בחיות יהודה ור אייה ננימן ואב יטרף נפתלי אילה שלוחה יששכר חמורגרם ותרמוס את החוח ואת חמור ואת שכם היגו וגו' על ידי מינעל ידידינה ותנא דינה בכל מקום נטפל התינוקות בזכרים וכאן נטפסלת נאמ' אלא שהתחלת הקלקלה נאמ' ד"א ותנא דינה ומאיזוהטייה שיעקב או קטנתי א"ר חייא בר סימון האכלתי את אבותין במעשיהם ואתה אומ' קטנתי אמ' לו הק' יעקד ננדקתך עשיתי את כל הניסים הללו ואתה אומ'קטנתי אמ' לו יעקב אלא הרי היא יצאה תעמד
0	4	0	0	0	2	0	0	0	0	0	0	0	4	28	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	5	3	לה זכותך ותנא דינה וגו' ושה ותפרעו כל עצתיוגו ומדבר בחוח כשלקש הק' לבראותה אמ' הק אם אני בוריה אותה מן הראש של אדם רוחה גסה עליום מעציו תהא סורקנית מאוזנאי תהאו צייתנית מפיותהא דברניתיש מידאו שלא ההא גונבניתימיגליו שלא תהיו פרסנית אמהק כל העינה הזאתצולתי עד שלא בראתי אותה ולא מינאתי מהן אמ' אם אני בורא אותה מראש רוחה גסה עלרה ש' ויאמר ל ען כי גבהו בנות ציון וגומ' מעיניו ומסקרות עיניה מאזבא הרי כת ושרה שומעת מפא הרי כת' ותדבר מרים וגו מידיו הרי כת ותגנוב רחל וגמ' מרגלי היא נכנסת ואיואה ותנא דינה וגמ' הוי ותפעו
0	1	0	0	1	1	0	0	0	0	0	0	0	2	56	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	4	2	כלעיצתי ד"א ותנא דינהוג'ו' א"ר חייא בר אבא לולם הדדר נתלה באשה והנקנה באויש ולמ' זותולה באמ' שהיה עיקר עיבורה וזכר שבשעה שילזה לאה ל' ורלהה ב זולפה ב' הרי פיבורה לאה זכר באותה שעה נתפלה על חלונעשה בתוך מיעיה נקבה לפיכך נתלת נאומה ותינאו זינה פ לראות בבנות היורץ ליראות וליראות למה הדב' דומ' למי שהיהמהלד וחתיכה בידו ראהי אותו כלב אחד והיה מוהלך אחריו וחטופה ממנון כך היתה דייה אצאת לראונ וראה אותד שכם וחטפה ד"א ליאות בבנות היור כאן שבאו בני יעקב לארין ישר' התחילו מראין כחן ומראין עושרן ומראין נויין ראין כחן כמ' ש' שני בני
1	1	0	0	0	0	2	0	0	0	0	0	0	3	33	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	יעב וגו' מראין עושרן שנ' ויעקב נסע פט' וגו' התחיל פותח אטלין ונויץ שנ' ותנא דינה וגמ' לראות וליראות אמ' דוד תכי תחשכנה עעיה' מראות ויק או וישכ' אות'ויע' זמאזו טייה בא עליה הערל אמ' הכת למס מרעהו חסד וג' אלא בשעה שהיה יעקב אבינו בא והשבטים עמו והיתה דינה עמו כאן שבאוו המלא ואמרובאנו אל אחיד עשווגמ' נטל יעקב אתדינה ונתנה בתיבה שלא יראה אותו הרשע וטוול אותה לאה אמ' לו ה' חשכת אותה ממנו חמיך לאדם ערל היא מותקנת ה'ת"ד למס מרעהו אאילו נטלה עשו שמי היית מגיירת אותו כשנטלה איוב לא גיירה אותו לסיכך הסכת אותו הי
0	2	0	0	0	1	0	0	1	0	0	0	2	11	35	1	0	1	1	2	0	0	0	1	0	0	0	2	0	0	0	6	7	מאירה ביו כנגדה וירא אותה מהכת למעלה מו העינ' ויבא יעקב שלם וגו' בא מפדן אר בתניוים שהתבה הק' עמו ולא חי סר כלום מה עשה יעקב התחיל פותח איסטליסין אמ' לו חק' שכחת אותו הגדר שנדרת לפני ולא כך אמרת אום יהיה אלהים וגל' שלא מעבד עז ושמרנ משפיבות דמים בדרד הזה מגילוי עריות שנ' כןדרך אשה מנאפת וגו' ואמרו ה' שכן הוא אומ' ושמרתיך בכל אשר וגו' אמ' לו יעקב אם שומר אתה לי מבל הדברים הללו כל אשר תתן ליוגו' כיון שבי לארי ישר' שכח אותו ה"ד הנדר אמ'לו הק' חייך באותן הדברים שאמרת לשמך בהן אתה
0	1	0	0	0	1	0	0	0	0	0	0	0	1	28	1	0	1	0	2	0	0	0	2	0	0	1	1	0	0	1	6	6	נכשלת נכשל בע"ז ויתט אל יעקב וגו נכשל נשפיכת דמים שנ' ויקחו שני בני יעקב וגו' נכשל בגילוי עריות בדינה ש' ותדבק נפשו בדינה וג א"ר למדנו דברים מליחה סרוחה פרעה אמ' ליסף אני פרעה אמ' ל אני אמ' שתהי מלך ומי אומ' לאו ואמ' ה' ליור על בל מצוה ומינוה אני ײנאמן ליתן שכר ומה אם בשר ודם שאמ' אני פרעה העלה אותו לבל הגדולה שאמ' על כלמצו' ומצוה אוני ײעל אחת כמ' וכ' וכוצא בדבר אתה אומ' רק הכסי אגדל ממך והק' אומ' לישר' והיית לקלמעלה וג'מ' ומה רק של בשר ודם גידל את יסף כד רק של
0	1	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	1	4	0	0	2	0	0	0	0	0	2	1	0	0	5	6	הק' על אחת כמ' ובמ' כת' בישר' חשק ײ בכם וגו וכן ויאהב את הנער' וגו' ואין אתה יודע כמה הירתה אהבתה הא' שאמ' לשר' אהנתי אתכם על אוחת כמ' וכמ' חשק ײ בבם אין אתה אדע מה אלא משכם אנולמידין ש' שכם בנו וזשק' וגו' א"ר אבהו נלמד מליחה סרוחה כת' בשכם ותדבנפשו ובת' בשר' ואתם הדנקים ײ ויאמר להים אליעקב וגו ילמדי רבל' המתפלל היכן צריד לכוין את לבו כבשנו בות'ל המתפלל צריך לוין את לבו כנגד בית קדשי הדשים ר' אליעז אומ' המתפלל חוצה לשאן יטאלנומ' לאא ישר' והמתפלל באראן ישר' יטין את לבוב כנגד בית המקדש
0	1	0	0	0	1	0	0	0	0	0	1	0	3	22	2	0	1	4	0	0	0	0	1	0	0	0	1	0	0	1	7	6	והמתפלל בבית המאדש יטאןאת אלבו כגד אודשי הקדשים א"ר אבין הלומ כת' כמגדל בוד צוארך וגל' מהו לתלפאות תל שכל פיות מתפללא בו א"ר יהודה הלוי בת הוא ההיכו לפניי שבל הפנים פונות בו אמ' ה'י ליוקהטו הולכין ומתאוין לביתי ואתה אין אתה שם קום עלה ביתאל וגוף א"ר אוסי מיד התחיל נוטל השבים שיעלי עמו טנ' ונקומה ונעלה ביתל אמ' לו לאיבן אמ' למקום שאמ' לי אצרי אום עלה ביתל א"ר אסי מיד עלו השבטים א"ר חייא אא ירושל ניבנית אלא בוטת השבטים ש' ירושל הבנויה כניר שחוברה מה כת' אחריו ששם עלו השבטים וכת' זובח אהים תורה וגו'
1	4	0	0	0	0	0	0	1	0	0	0	0	11	22	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	9	8	צניצא מבית אבא לאינא אלא במקלו ש' כי במקלי וגו מי נדר לפני הק' וידר יעקב וגו' מה כת בסוף העני' ובל אשר תתן לי וגו' וכיון שהעשיר ש' ויפרן האיש וגו' שבחאת נדרו מיד מי גירה הק' את לבן בן שנ' ויקה אחא עומו וגו ונול מן לבן ונתגוה בו עשו מיד נגלה עליו המלאך אמ' לו אין אתה יודע כל הצרה הזיות למה באו עליך על שאיחרת בנזריד אמ' לו יעקב מה שמך אמ' לו למה זה נשיל לשמי וו' פעמ שהמלאך ועשה רוח שנ' עושה מלאנא רוחות ופמים שהוא עושה ברק שנ' התשלח ברקים יל וגו' ולפי
0	0	0	0	0	2	0	1	1	0	1	0	0	8	28	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	7	5	הניסים כך הוא ושה צמו וכן המלאך אמ' למנוח למה תשאל תשאר לשמי זגו' לפי הניסים בידך רדאני משתנה לכך אמ' לו למה זה תשאול וגו' מיד בירכו שנ' ויברדאותו שם ואור אל המלאך ואבל וגו מה דבר אמ' לו שלם נדריך טוב ישר לא תדור וגו' כיו ששמעמיד עשו שמעו ולוי ויחו שני בני יעקב מיד נפל על פניו ולא עמד עד שנתן לי ושות עלה ביתאלוגו' וכן ביהושע ויקרעשמלותיו ויפל על פנאו וג' מהואמ' שם ויאמר ײ או יהושע וגו' וכן דוד מפל דזד והזנים מבוסים בשים על פניהם ומה נאמ' לו עלה הקם לײ מזבח וגו' זשה
0	0	0	0	0	2	0	0	0	0	2	1	0	1	30	2	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	12	4	טוב ללכתוג' לכדקום ולה ביתאל מיד נסע הוא ובל ביחו ונתן הד אימתו על בל סביבותיו שנ' ויסעו ויהי חתת וג' ונ'וראוו' כל מי חארין וגו' ויראאל שיאל יעקב ווו' והב לולכתזגו א"ר שמעון בואבא שתי מרות הן של גומלי הסרים לוול חסדים את הנלה ואת המות אם באושתיתן לתוך ידיך אין אדעאת איוורהן לאחוז נה שלו' ופירש טוב ללכת אל בית אבל וגו מצאנו בני אדם שהלכו לבית המשתה ולא נתפרשו שמותם בני אדם שהלטו לבית האובל נדחו בגיהנם ונתפשו שמותם ונתרונתנכאו במוח הקודש ומי היו אילו שהלכו לבית המשתה כת' ויגדל האיאוגו' מהו גדול מלווד שהיו שם שם
0	2	0	0	0	1	0	0	1	0	0	0	0	3	25	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	9	7	ועבד ואבימלד לא בתפרשושמותן אבל וילו ל שהלטלבית האבל איוב וחביראו זכו שנפרש שנתפרשו שומותן ושנידחו מוגיהנסם וששרתה ש' עליהם וח הקדש מעי' שנ' ויען אלי' וגו' אאן ויוי אלא לשון נבואה שנ' ומשה ידבר והאליהים יענו בקול הוי טוב ללבת וגו' ומי הראה פעם תחלה הוי אומ' הק' אוימתי כשמתה דרורה שנ' ותמת דבורה וגז' וכת' ויראאלהים אל יוב וגו' זשה ואולי דבר יונב זגו' כשהואנגלה על הצדיקים בפרהסיא הוא נגלה עליהם אמ' אליפו א ואלידבר יגונב וגו לשהוא' נגלה א"ר ייושכר כש' נגלה על השטעים בלש טומאה הוא נגלהעליה' נ ויקר אלהים אל בלעם אא ויקר אלא לשון
