Tanakh.Commentary.Abarbanel	Tanakh.Commentary.Bekhor_Shor	Tanakh.Commentary.Chizkuni	Tanakh.Commentary.Daat_Zkenim	Tanakh.Commentary.Ibn_Ezra	Tanakh.Commentary.Paaneach_Raza	Tanakh.Commentary.Radak	Tanakh.Commentary.Ralbag	Tanakh.Commentary.Ramban	Tanakh.Commentary.Rashbam	Tanakh.Commentary.Rashi	Tanakh.Commentary.Rosh	bavli	midrash.Bemidbar_Rabbah	midrash.Bereishit_Rabbah	midrash.Derech_Eretz_Zuta	midrash.Devarim_Rabbah	midrash.Eichah_Rabbah	midrash.Ein_Yaakov	midrash.Esther_Rabbah	midrash.Kohelet_Rabbah	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai	midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai.Additions	midrash.Midrash_Aggadah	midrash.Midrash_Lekach_Tov_on_Ruth	midrash.Midrash_Mishlei	midrash.Midrash_Tanchuma	midrash.Midrash_Tanchuma_Buber	midrash.Midrash_Tehillim	midrash.Pesikta_D'Rav_Kahanna	midrash.Pesikta_Rabbati	midrash.Pirkei_DeRabbi_Eliezer	midrash.Ruth_Rabbah	midrash.Seder_Olam_Rabbah	midrash.Shemot_Rabbah	midrash.Shir_HaShirim_Rabbah	midrash.Sifrei_Bamidbar	midrash.Sifrei_Devarim	midrash.Tanna_Debei_Eliyahu_Rabbah	midrash.Vayikra_Rabbah	minor_tractate.Avot_D'Rabbi_Natan	minor_tractate.Tractate_Derekh_Eretz_Rabbah	minor_tractate.Tractate_Kallah_Rabbati	minor_tractate.Tractate_Soferim	mishnah	tosefta	yerushalmi	text
0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	נשא לבו וכעשה קל ללכת וכהרף עון בא לחרן  וירא והנה באר בש דה  אמ ר
0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אלי עזר בלבתך לא יצר עדך ואם תרוץ לא תכשל  דל לא צדו צעדיו של יעקב
0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שלא נכשל כחו וכגבור כח גלל את האבן מעל פי הבאר והיתה הכאר עולה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	ושופעת מים חנצה לנה וראו הרועים ותמהו שכלם לאהיו יכולים לגלות את
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	האבן ויעקב גלק את האיבן לבדו מעל פי הבאר  הן עוד היום גדול  לפי שראה
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	אותם רובצים סבור שרוצים לאסוף את המקנה ולא ירעו עוד  הו עוד היום גדול
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	הים אתם שכיהם לז השו מתם פעולת הים  ואם הבהמות שלכם אששכ ליא
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	האסף המקנב
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	השקו הצאו ווכורען  עורנו מדבר עמם יא עקיבא אומ כל מי שהוא וכנסלעיר ומיצא
0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	נערות טצאות לפניו דרכו מיושרת  ומנין תדע לך שהוא כן בואוראה מאליעזר עבד אברהם
1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	שעד שלא נכנס לעיר מצא נערות יוצאות לפניו שנא הנה אנכי נצב על עין המים וה והבה
1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	הצליח דרבו ומנין תדע לך שהוא כן בוא וראה ממשה רבי עה שעד שלא נכנס לעיר מצא נערות
0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	יובאות לפניו שנא ולכהן מדין שבע בנות  והצליח דרכו ונאל את ישראל ממברים  ומנין תדע
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	לך שהוא כן בו וראה מיעקב שעד שלא נכנח לעיר מצא נערות יוצאות לפניו שנא והנה ראל בתו 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	ויגש יעקב ויגל את האבן  כאדם המעביר הפקק מעל הצלוחית  וישק יעקב לרחל וישא את
0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	קולו ויבך  לפי שצפה ברוח הקדש שאינה נכגסת עמו כקבורה  דא לפי שבא בידים רקניות  אמ
0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	יעקב אליעזר עבד אברהם היו בידיו נזמים וצמידם וטבעות ואני אין בידו כלום לפיי שרדף
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אליפיו בן עשו אחריו במצות אביו להרגו והשיגו ולפי שגדל אליפז בן עשו בחיקו של יצחק
0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	משך ידו אמ לו מה אעשה לצוויו של אבא  אמ לו יטקב טול מה שכידי והעני חשוב כמת 
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ויגד יעקב לרחל כי אחי אביה הוא ותרץ ותגד לאביה  כי אמה מתה  ויהי בשמוע לבן את שמע
0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	יעקב בן אחותו וכח גבורתו שעשה על הבאר וירץ לק ראתו כסבור שהוא טעון ממון 
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	שהם אליעזר עבד הבית הביא י גמלים טעונין כשלא ראה בידו כלום  אמ שמא זהובים
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	הביא והנם בחיקו  ויחבק לו וינשק לו  אמ שמא הרגליות הביא בפיו  ויביאהו אל ביתו ויספר
0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	ללבו את כל הדברים האלה ושלא כא אלא מחמת אחיו ושנטלו ממונו  ויאמר לו לבן אך
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	עצמי ובשרי אתה  אין לאספך הבית הואיל ואין בידך כלום אלא מפני הקורבא אטפל עמך
1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	חדש ימים וכן עשה ואף זו לא לחנם שהיה רועה צאנו  הכי אחי אתה  לשון תמיהה וכי בשביל
0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	שאחי אתה תעבדני חנם  ועיני לאה רכות  לפי שהיתה סבורה לעלית בגורלו של עשו ובוכה
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	שהכל אומרי שני בנים לרבקה ושתי בנות ללבן הגדולה לגדול והקטנה לקטן  ויאסוף לבן
1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	אתבל אנשי המקום ויעש משתה  אמ הכה אתם ומלתם עם יעקב עבדי אף אני אתן לכם
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	שכרכם ולכניכם בעולם הזה  בשכיל שלא יהא נח לרשעים לעתיד לבא שנא כיבו נתן יי תשועה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	לאדם וקבל שברו  ויהי בבקר והנה היא לאה  אבל בלילה אינה לאה לפישמסר יעקב סימנין
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	רחל וכשראה שהכניסה לו לאה אמרה רחל עכשו הכלם אחותי עמדה ומסרה לה אותה סימנין 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	מלא שבע זאת  עוד שבע שנים אחרות  הקישן לראשונות מה ראשונות באמונה אף אחרונוה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	באמונה  אעפ שברמאות בא אליו  וירא יי כי שנואה לאה ויפתח את רחמה  אמ ר לוי ראם
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	הבה בצרתה של לאה ונתן לה הריון בטן ני חומין לנכשה  וילדה איש תואר וחכם ואמרה
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ראו כן שנתן לי הבה ותקרא שמו ראובן  ותהר עוד ותלדבן ותאמר הפעם ילוה אישי  לפי
1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שה אמהות נביאות ויודעות ששנים עשר שבטים יוצאים וד נשים ישא  אמרה לאה מעתה
0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	איו לו פתחון פה עליו שהרי נטלה כל חלק בבנים  עלכן קרא שמו לוי  אבמוצא כי בכלן כתי
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	קראה ותקרא  וזה כתיקרא אמרו חכמי של ששלח הבה לגבריאל והביאו למניו וקרחלו
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	שם זה ונתן לו כד מתנות כ הונה ועל שם שלווהו במתנות קראו לוי  הפעם אוה את יי
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	למה לא אמרה בכלהג בנים הנולדים לה אודה את יי אלא כזה  בשביל שאמרה לאה יב שבטי
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	כין ארבע נשים ראויות לילד ג ג ועכשו כבר נטולתי חלק  והוסיף לי הרביעי בודא  אודה את
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	יי  אמרוחכמי זל שלאה הותה ראויה להנשא לעשו ורחל ליעקב  היתה לאה יושנת בפרש
0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	דרבים ושואלת לעוברים ושכים עשו מה הן מעשיו היו אומרי לה איש רע הוא שופך במים
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	מקפח עוברים ושבים אדמוני כלו כאדרת שער  כיון ששומעת כך אני ורחיל אחותי מבטן
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אחד יצאנ תנשא היא ליעקב ואני לזה הרשע  והיתה בוכה ומתענה עד שנעשית עיניה
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	רכות  לכך נאמ וירא יי כי שנואה לאה שכואין מעש  עשו לפניה  אבל רחל כששומעת
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	שתנשא ליעקב היתה שמחה ומתואה יון שנשאו שתה ן ליעקב אמ הבה את שבוכה ושנואה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ממעשי עשז ומתפללת לפני שלא תתרחק מאותו צדיק נותן אני לו בנים ממך תחלה   עד
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	באן לשון המדרש  ותרא רחל כילא יללה ליעקב ותקנא רחל כאחותה  הנאה במעשיה
0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	אמרה אילולי שצדקת ממני לא זכתה לבנים  הבה לי בנים ואם אין מתה אנכי  מכאן שמי
0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	שאיו לו בנים חשוב כמת  התחת אלהים אנכי אשר מנע ממך פרי בטן  את אומרת
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	שאעשה באבא  אני איני כאבא  אבא לא היו לו בנים  אני יש ליבנים  ממך מנע ולא ממני 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ואבנה גם אנכי  מהו גם  אמרה לו זקנך אברהם היו לו בנים מהגר אעפכ התפלל בנגד
0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	שרה  אמ לו זקנתי הכניסה צרתה לביתה  אמרה רחל אם הדבר הזה מעכב הנה אמת 
0	0	0	0	0	1	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	בוא אליה ואבנה גם אנכי כשרה  נפתולי אלהים נפתלתי  רל העקשתי והכצרתי פצירות
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	הרבה ונפתולים למקום להיות שוה לאחותי  ותרא לאה כי עמדה מלות ותקח את זלפה
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	שפחתק  ראינו כי לאה היתה מתאוה להרכות בנים יותר מכלן  כי היו לה ד בנים ונתנה
0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	לו שפחתה  ותלד זלפה ליעקב בן  פי רשי בכולן נאמ הריון חוץ מזלפה לפי שהיתה
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	בחורה מכלן ותנוקת בשנים ואין נכר בה הריון וכדי לרמות לבו את יעקב נתן לבן את
0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	זלפה ללאה שלא יבין שמכניסי לו את לאה שבן מנהג ליתן שפחה גדולה לגדולה והקטנה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	לקטנה  באגד  יש במקצת המדרשות כי נולד לשפחתה אליהו הנביא ומזרע גד ער
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	שנולד מהול  ולכן נקרא אליהו הנביא הגלעדי  ולכן משימין כסא לאליהו בבית המילה על
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	שנולד מהול  ועוד שהיה במזל טוב  כמו שהיה גד שהוא מזל  לכן ישכב עמך הלילה
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	תחת דודאי בנך  אמרה רחל שלי היתה שכי בת לילה זו ואני נותנה לך תחת דודאי בנך 
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ולפי שזלזלה במשכב צדיק לא זכתה לי קבר עמו  ישבזה ענין נסתר כי היתה יודעת כי
1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	רחל היתה בת זוגו של יעקב מדת דרום וגם לאה היתה יודעת  ולכן לא היתה רחל כל כך
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	קפיוה בבנים כ מדעת שהיא הקרובה אליו מדה אחת וקצב אחד לשניהם  אבל לאה
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	היא שמאלית וחשכה כיבה רכות לובנים שתתקרב למדתו וכן היתה עושה כל זה ומאסה
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	ברודאים ויצאה לקראת יעקב  ותאמר אלי תבא כי שכר שכרתיך בדודאי בני ואין דרך הנשי
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	לומבך ואפי המופקרות רש הצנועות אלא בעבור הרבות בבנים  וחזל אמרו כי על זה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	הפסידה רחל קבורה ובנים  ונשכרה לאה שנקברה עמו ובנים  דחל הפחידה הב שבטים
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שילדה לאה יששכר וזבולון לאחר הדוראים כי היתה ראויה רחל לד שבטים  והפם ה גב הבורה
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	שלא נתיחדה עם הצדיק בקבורה  ולאה נשתברה שבטים וקבורה  שנא ויש מע אלהים אל לאה
1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ותלד בן חמישי ותהר עוד ותלד כן  אמרה לאה מעתה לא תהא עקר דיחתו אלא עמי שש
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ליבנים בנגד כל נשיו  ותקרא שמו זבולון  ואחר ילדה בת ותקרא את שמה דינה  פירשו
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	רבו כנה במ צמה ואמרק אם זה זכר לא תהא רחל אחותי באהת מן השפחות  מה עשתה
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	לאה כתפללה ונהפכה לנקביה  ויוכור אלהים את ראל וישמע אליה ויפתח את רחמה  זכר
1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	לה שמסרה סימניה לאחותה ושהיתה מצירה שמא תעלה בגורלו של עשו שמא יגרשנה יעקב
1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	לפישאין להבנים ואף עשו הרשע כך עלתה בלבו כששמע שאין לה בנים  ותהר רחל ותלד
0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	בן ותאמר אסף אלהים את חרפתי שהייתי חרפה על שאני עקרה והיו אומה אלי שאעלה
1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	בחלקו של רשע  ואנדה כלמי זמן שאין לאשה בן אין לה לתלות במי סורחנה  מי שיש לה
1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	בן תולה בו  מי שבר בלי זה בנך  מי אכל תאנים אלובנך  יוסף יי לי בן אחר  יודעת
0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	היתה בנבואה שאין יעקב מעמיד אלא יב שבטים  אמרה יהי רצון שאותו שהוא עתיד
1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	להעמיד עוד יהא ממני  לכך לא נתפללה אלא על כן זר  ויהי כאשר י לבה רחל את יוסף 
1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	משכולד שטנו של עשו שנא והיה בית יעקב אשובית יוסף להבה ובית עשו לקש ודלקו ור
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אשבלא להבה אינו שולנו למרחוק  משנולד יוסף בטח ורצה לשוב לארצו  שנא שלחני ואלכה
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	אל מקוחי ולארצי תנה את נשי ואת ילדי כי איני רוצה לצאת כי אם ברשות  ויאמל בן נחשתי 
