סאין טיחויי  כי הזר אמ מי ידעיתון דאתינ אמ לי מי עדיפת	bavli.Shabbat.237	8	midrash.Ein_Yaakov.Shabbat.16	4
את משבתא  ר אבא זבן בתליסר יוסתירי פשיטי בישרא	bavli.Shabbat.237	10	bavli.Chullin.221	3
מתליסר טבחי ומשלים להו לצצורא דדשא אל לשמשיה אשור	bavli.Shabbat.237	10	midrash.Ein_Yaakov.Shabbat.16	5
הייא  כלומ התאשר מהר להכין מנה זו בתוך שאלך להביא אחרת	bavli.Shabbat.237	8	midrash.Ein_Yaakov.Shabbat.16	5
ב ערבי שבתות ר אבהו אתקנתא דדשא יתיב  ומושיף נורא	midrash.Ein_Yaakov.Shabbat.16	3	bavli.Shabbat.237	3
פי נופח האור לכבוד השנת  רב ענן לביש גונדא  זתנא דני	midrash.Ein_Yaakov.Shabbat.16	5	bavli.Shabbat.237	5
ר ישמעﭏ בגדים שבישל בהם קדירה לרבו  אל ימזוג בו כוס	bavli.Shabbat.227	5	bavli.Shabbat.237	5
לרבו  גונדא כלי שחור שעשוי שלא לטנף בגדיו בבשלו הקזירה	bavli.Shabbat.227	5	midrash.Ein_Yaakov.Shabbat.16	4
רב ספרא מחרך רישא  רבא מלח שיבוטא  רב הונ מדליק שרגא	bavli.Shabbat.237	9	bavli.Kiddushin.81	5
רנפפא גדיל פתילתא  רנ חסדא מאליק שרגא פריס סילקא	bavli.Shabbat.237	14	midrash.Ein_Yaakov.Shabbat.16	6
פריס מחתך  רבה ורב יוסף מצלחי ציבי  ר זירא מצתית צתותי	bavli.Shabbat.237	17	midrash.Ein_Yaakov.Shabbat.16	9
פי מצית האור בעינים דקים  רב נחמן בר יצחק מכתף ועייל	bavli.Shabbat.237	7	midrash.Ein_Yaakov.Shabbat.16	6
מכתף ועﭏל ונפיק  מעשה ביוסף מוקר שני דהוה	bavli.Shabbat.237	7	midrash.Ein_Yaakov.Shabbat.16	5
ההוא גוי בשיבבותיה דהוה נפיסוי נכסי טובא	bavli.Shabbat.237	11	midrash.Yalkut_Shimoni_on_Nach.496	5
אמרי ליה כלדאי כולהו ננסין ליוסף מוקר שני ואכלי ליה אזל	bavli.Shabbat.237	13	midrash.Yalkut_Shimoni_on_Nach.496	8
ובנינהו לנכסי וזבן בהן מרגניתא  אותביה נסדיניה בהדי דקא	bavli.Shabbat.237	14	midrash.Yalkut_Shimoni_on_Nach.496	10
אדיל ועבר נהרא אפרחא זיקא לסדיניה שדיא במיא  בלעי	bavli.Shabbat.237	8	midrash.Yalkut_Shimoni_on_Nach.496	7
נובא  יוסקוה ואייתוה אפניא דמעלי שבתא אמר מאי זבין כי	bavli.Shabbat.237	11	midrash.Yalkut_Shimoni_on_Nach.496	7
