line_text	mishnah	bavli	tosefta	minor_tractate	midrash_tannaitic	midrash_amoraic	yerushalmi
עשה זימן לו המקום שני רעפים והקישן זה בזה וייצא מהן אור ובי	0	0	0	0	0	7	0
ובירך עליה ההד ולאה אור בעדני כדא ר שמוﭏ  מפני מה מברכין על	0	0	0	0	0	0	4
הנר במוצא  שבת מפני שהוא תחלת ברייתו  רב הונ בשם ר אנהו	0	0	0	0	0	0	7
בשם ר יוחנ אמ אף במוצאי אם הכפורים מברכין עלין מפני ששב	0	0	0	0	0	7	0
כל היום  דא ויברך את אם השביעי במאי ברכו בטעם  רבינו	0	0	0	0	0	6	0
הקדוש עשה סעורה לאנטונינוס בשבת הביאו לפניו תבשילין	0	0	0	0	0	10	0
חמין וערב לו  עשה לו סעודה בחול הביא לפניו תבשילין רותחין אמ	0	0	0	0	0	11	0
אבטונינוס אותן של שבת ערבו לי אתר מאילו  אל רבי תבלין אחד הן	0	0	0	0	0	11	0
חסירין  אל וכי יש אוצר של מלך חסר כלום  אל שבת הן חסרין	0	0	0	0	0	8	0
ש אלו תלמידין את רבן יוחנ בן זכאי ר מפני מה הארכת ימיה	0	2	0	0	0	0	0
אמ להם מפני שלא בטלתי קדוש היום בלא יין  ושאר דברים	0	5	0	0	0	0	0
הארכתי במקומן  אימא זקנה היתה לי  פעם אחת מכרה כפה	0	7	0	0	0	0	0
ראשה  פי צעיפה והביא לי יין לקידוש  תנא כשמתה הניחה	0	6	0	0	0	0	0
שלש מאות גרבי ין  וכשמת הוא הניח לבניו שלש אלפי גרבי יין	0	13	0	0	0	0	0
רב הונ יוסר דיתא חגורה של גמי  הוה קאים קמיה דרב אמ ליה	0	11	0	0	0	0	0
מאי האי  אל לא הוה לי יין לקידוש ומשכנתיה להמייניה ואייתי	0	8	0	0	0	0	0
לי קדושא  אל יהא רעוא דתיטום בשיראי כלומ שתתעלף בשריי	0	4	0	0	0	0	0
כן הוה  ש אל כורנוסרופוס הרשע את ר עקיב באם	0	4	0	0	0	0	0
ושבת מה תיום מימים  אל ומאי גבר מגוברין  אל מאי	0	4	0	0	0	0	0
אמרתלו  אל אמרת לי מה היום מימים  מאי שנ יום שבת מכל	0	4	0	0	0	0	0
ימי דשבתא  ואמרי לך מאי גבר מגוברין  מאי שנא טורנוסרופוס	0	0	0	0	0	5	0
מלך מכל גוברין  אלא אם מלך רצה העם לכבדו  אף שבת רצה המקו	0	0	0	0	0	5	0
נכההן  א נמנאן את מודע לי  אל נהר סבטיון אכיח שהוא משך	0	0	0	0	0	3	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
אבנים כל ימי השבת ובשבת נצוח  אל וית אנא מאמינך  אל המעלה	0	0	0	0	0	1	0
בדכורו אכיח  שעולה כל ימי השבוע ואינו עולה בשבת  וינא ובדוק	0	0	0	0	0	0	2
באביך  אמ לנגדא את נגיד לי  אזל בדק באביו כל יומי דשנתא	0	0	0	0	0	4	0
סליק ובשבת לא סליק  בתר שבתא אסקיה  אל אימ לי מפני מה	0	0	0	0	0	6	0
לא עלית בשבת  אל כל מי שאינו משמר השבת אצליכם ברצונו	0	0	0	0	0	9	0
כיון משמר בעל כרחו  אל וכי מה עמל יש בכם כל ימי השבת ובשבת	0	0	0	0	0	6	0
אתם נצוחים  אל כל ימות השבוע אנו נדונים  ובשבת אנו ננוחים	0	0	0	0	0	8	0
חזר טורנוסרופוס אצל ר עקיב ואמ אם כדבריך שהמקו חפין	0	0	0	0	0	5	0
בכבוד שבת אל יזעיף בה רוחות ואל אריד בה גשמים ואל יצמח	0	0	0	0	0	3	0
בה עשבים ואילנות  אל ר עקיב תיפח רוחא זההוא גברא הלאאת	0	1	0	0	0	0	0
בקי בתורתן של עבריים  שנים הדרים בחצר אחת אם זה נותן עי	0	0	0	0	0	5	0
עירוב לזה שמא מותרי הם לטלטל בשבת  אבל אם אחד בחצר גדול	0	0	0	0	0	7	0
אפי כאנטוכיא מיטלטל הוא בכל החצר כולה לפי שאין לאחד רשות	0	0	0	0	0	7	0
עמו  והקבה יתברך שמו ויתעלה זכרו השמים והארץ הדום רגליו	0	0	0	0	0	3	0
מלא כל הארץ כבודו יכול לטלטל בכל עולמו  ובסנהדרי מוסיף	0	3	0	0	0	0	0
קברו של אביך אכיח שאינו מעלה עשן בשבת  אל בזיתו כלומ	0	3	0	0	0	0	0
ביישתו  ב שבﭏל אילו דברים מורידים בעלי בתים מנכסיהם	0	0	0	0	0	2	0
שאומרים ומצוים ביום השבת  וקובעין באותו יום ללות ולפרוע	0	2	0	0	0	0	0
ולעשות חפיניהם  וקובעים סעודתם בערב שבת ואין נכנסין	0	2	0	0	0	0	0
לשבת כשהוא תוה  ואר חייא בר אבא שתי משפחות היו בירושלים	0	4	0	0	0	0	0
והיו עושין כך ושניהם נעקרו  מלאך יש ושמו דומה והוא דן	0	4	0	0	0	0	0
את הרשעים בכל יום  ובערב שבת עם חשיכה בת קול אינאת ומכרות	0	3	0	0	0	0	0
ואו הנחלהם לרשעים אילו וצוחו כל השבת כולה  ובמויצאי שבת עם	0	0	0	0	0	3	0
חשיכה צועק המלאך הממונה עליהם חזרו לכם לניתם למות שכר	0	2	0	0	0	0	0
השלימו ישר סדריהם לפיכך מזכירן ישר במוצאי שבת ויהי נועם	0	1	0	0	0	0	0
ובמוצאי ימי טובים שחלו להיות בשבת  אדריצוס שחיק	0	0	0	0	0	1	0
עצמות  אמ לר יהושו בן חנינ אנא טב ממשה	0	0	0	0	0	2	0
רנך דאנא חי והוא מת ואמ שלמה כי טוב לכלב ההי מן האריה	0	0	0	0	0	3	0
אל יכי את למגזר דלא ידליק גבר ואיתתא נורא תלתין אמין אל	0	0	0	0	0	4	0
אין יכילנא  גזר דלא ידליק גבר ואיתתא נורא תלתא אמין  בופי	0	0	0	0	0	3	0
רמשא דימא קדמאה סליקו למטייל באיגרא של פלטרין דידיה	0	0	0	0	0	2	0
המא תננא סליק למרחוק אל מאי עסקא דהאי תצנו  כדקו	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
ומצאו דהוה ההוא אופרניא ביש  פי דוכוס חולה  ואתא אסיה	0	0	0	0	0	0	0
ובקריה  בא הרופא לבקרו  ואמ דלא איפשר לי עד דאשתי מיא	0	1	0	0	0	0	0
חמימי  אל ר יהושוע לאדריינוס עדיין אתה בחיים וגזירתך	0	1	0	0	0	0	0
בטלה  ומשה רבי הוה משוור פי שלח וצאה לא תבערו אש באם	0	1	0	0	0	0	0
השבת ולא חמית יהודאי דמדליק נורא ביומא דשבתא וכבר נח	0	0	0	0	0	0	1
בפשיה דמשה רבי ועדיין לא נתבטלה גזירתו  בשבת פ במה	0	0	0	0	0	2	0
מדליקי אמ כת ושבח אני את המתים שכבר מתו  ואילו משה	0	4	0	0	0	0	0
רבי תקן כמה תקנות מעצמו ועוד הם קיימות לעד ולעלמי עולמ	0	4	0	0	0	0	0
ולאיפה אמ שלמה ושבח אני את המתים  מלך בשר ודם גוזר	0	8	0	0	0	0	0
גזירה ספק מקיימי אות ספק אי מקיימי  ואם מקיימי בחיין	0	11	0	0	0	0	0
במותו אין מקיימי  אבל גדרות משה עוד הם קיימים ולעד ולעל	0	13	0	0	0	0	0
עולמים  מעשה בר שמעל בן חלפתא שבא בערב שבת	0	8	0	0	0	0	0
ולא היה לו מה לאכל  הלך לו חוץ לעיר ונתפלל לפני	0	0	0	0	0	4	0
המקום עד שנתנו לו אבן טובה מאת השמים הוך ובא לפני חנוני	0	0	0	0	0	4	0
לוה ופרנס את השבת  והיה אשב ואוכל ערב שבת ושבת  אמר	0	0	0	0	0	2	0
לו אשתו אילו מהיכן נטלת  אמ לה ממה שפרנס המקו ונתנו לי	0	0	0	0	0	0	2
מן השמים אבן טובה וממנה אנו מתפרנסין  אמר לו איני טועמ	0	0	0	0	0	0	2
כלום אם אין אתה מחזירה למוינאי שבת  אמ לה למה  אמרה לו	0	2	0	0	0	0	0
למחר אתה אחר מיתתך תבא בין חביריך והם נוטלין שכר חלקם	0	2	0	0	0	0	0
אתר ואתה פחות מהם שאין מתן שכרן של צדיקים אלא לעתי	0	2	0	0	0	0	0
לבא שנ תשחק לדור אחרון  כיון שיצא השבת הלך והחזירה	0	0	0	0	1	0	0
ומיד נטלו ממנו  תני רב תחליפ כל מדונותיו של אדם	0	1	0	0	0	0	0
קצובין מרה ועד יום הכפורים חוץ מהוצאת ימים טוב	0	5	0	0	0	0	0
שאם פיחת פוחתין לו ואם הוסיף מוסיפין לו  אר חנינא משום	0	11	0	0	0	0	0
ר שמעו בן אחי כל מצות שנתן להם הק לישר נתן להם בפרהסי	0	11	0	0	0	0	0
חוץ מן השבת שנתן להם בצנעא  שנ ביני ובין בני ישר אות הי	0	12	0	0	0	0	0
לעלם  אי הכי לא ליענשו עליה  אלא שבת אודועו אודיעינהו מתן	0	10	0	0	0	0	0
שכרן לא אודיעינהו כדפי לעיל ווי דאבדה נפש  אר אלעל	0	11	0	0	0	0	0
הכל מודים בשבת רבענ נמי לכם פי דשמחת שבת	0	7	0	0	0	0	0
מצוה דכ וקראת לשבת עונג אוכל ושותה או יושב ושונה	0	4	0	0	0	0	0
מדמנין גוי בשבת  ואין מזמנין גוי ביש גזירה שמא ירבה בשבילו	0	4	0	0	0	0	0
אמיבר אמ מותר למכחל עינא על יד גוי בשבת דאמ עולא	0	3	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
בריה דרב עילאי עושה אדם כל צרכי חולה על ידי ארמאי בשבת	0	4	0	0	0	0	0
אמ רב כל דבר שאין סכנה בו או לגוי ועושה ובדלא מסייע ליה	0	5	0	0	0	0	0
ואיכ דאמ מסייע אין בו ממש  אילו דברים שנבראו	0	5	0	0	0	0	0
בערב שבת בין השמשות  הבאר והמן  והקשת  וכתנ	0	8	0	0	0	0	0
והמכתב  והלוחות והפרד  והאור  ובגדין של אדם הראשון	0	10	0	0	0	0	0
ומקלו של אהרן  ומערה שעמדו בה משה ואליהו  ואילו של	0	11	0	0	0	0	0
אברהם אבינו והשמיר וקברו של משה  ופתיחת פי האתון	0	6	0	0	0	0	0
ופתיחת פי האריץ לבלוע הרשעים  ואף צבת בצבת עשויה	0	11	0	0	0	0	0
ואור דידן לא איברא אלא במוצאי שבת  דתני במוצאי שבת	0	10	0	0	0	0	0
נתן המקו בינה באדם הראשון מעין דוגמ שלמעלה והביא שני	0	8	0	0	0	0	0
רעפים וטחנם זה בזה ויצא מהם אור  ואין מברכין על האור	0	9	0	0	0	0	0
אלא נמוצאי שבת הואיל ותחלת ברייתו הוא  ואעפ שר	0	9	0	0	0	0	0
מפרן  חוזר וסודרן על הכוס כדי להוציא בניו ובני ביתו	0	14	0	0	0	0	0
תנו רבנ קעאות שאכל בהן ערבית מדיחן לאכול בהן שחרית	0	9	0	0	0	0	0
שחרית לאכל בהן בצהרים  בצהרים לאכול בהן במנחה	0	16	0	0	0	0	0
מכאן ואילך אינו מדיחן  אבל כוסות וקיתוניות וצלוחיות מדיח	0	22	0	0	0	0	0
והולך כל היום כולו לפי שאין קבע לשתייה  והאי דכתי לחם	0	18	0	0	0	0	0
אמים אינו אלא לאכילה ושתייה ולקלס המקו  בפר המן עו	0	12	0	0	0	0	0
עומר מדה  לגולגלת  כפי נפשות שיש לו באהלו  המרבה והממעי	0	4	0	0	0	0	0
יש שלקט הרבה ויש שלקט מעט  וכשעלו לביתם מדדו בעו מר	0	0	0	0	1	0	0
איש איש מי שלקט הרבה ומי שלקט מעט נמצא שהמרבה	0	1	0	0	0	0	0
ללקוט לא העדיף ולא החסיר וזהו נס גדול  לחם משנה  בי	0	1	0	0	0	0	0
באם ששי כשמודדו מוצאו כפלים שני עומרים  ומדרש אגדה	0	1	0	0	0	0	0
לחם משנה אותו היום משתנה לעובח בריחו ובטעמו והגידו	0	1	0	0	0	0	0
מה היום מימים  מכאן יש ללמוד שעדיין לא הגיד להם משה	0	0	0	0	0	1	0
פרשת שבת שנינטוה לומר להם  תערוך לפני	0	0	0	0	0	1	0
שלחן איסי בן עקביא או זה המן  וכתי ײ רועי לא	0	0	0	0	0	2	0
אחסר  גובהו של המן חמשים אמה  ומישאינו מאמין אל יאה	0	0	0	0	0	3	0
שנ אל ירא בפלגות נהר נחלי דבש וחמאה  ובתענית פק אמ	0	0	0	0	0	6	0
שבזכות משה בא המן  סדר עניינו של ירידת המן	0	0	0	0	0	5	0
ו המן כזרעגד  אר יוסי עגל כגידא בלע אילתדרא  ולבן כאר	0	0	0	0	0	5	0
כמרגלית  תר גד שדומה לדרע בגבעולין של פשתן  וחכמים	0	2	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
שומרי כל אגדה זו שמושכת לבם כמים  תר גד שמגיד להם לישר	0	4	0	0	0	0	0
אם בן תשעה לראשון אם בן שבעה לאחרון  לבן שמלבין עונותי	0	6	0	0	0	0	0
של ישר  תנא כשם שהנניא מגיד להם לישר מה שבחורין	0	6	0	0	0	0	0
שבסדקין כך המן  כיצד שנים שבאו לפני משה לדין זה אומ	0	12	0	0	0	0	0
עבדי גנבת וזה או אתה מכרתו לי  אמ להם משה למחר המשפט	0	14	0	0	0	0	0
במצא עומד המן לפני פתחו של רבו ראשון  וכן כל שאר דברים	0	10	0	0	0	0	0
כתי וברדת הטל על המחנה לילה וכת שטו העם ולקטו  הא כיצד	0	10	0	0	0	0	0
צדיקים ארד להם על פתח ביתם  בצוניים יצאו העם ולקטו	0	9	0	0	0	0	0
מחויץ למחנה קרוב  רשעים שטו ולקטו רחוק  בצונים כמ משוט	0	10	0	0	0	0	0
האריץ  כתי עוגות  וכת וטחנו בריחיים או דכו  מלמד שירד להם	0	4	0	0	0	0	0
עם המן תכשיטי נשים  ודנר הנידוך במדוכה  ובשלו נפרור	0	10	0	0	0	0	0
מלמד שירד להם ציקי קדירה להיות ערב ומבושל עם התבש	0	12	0	0	0	0	0
המן  אמ שמואל מן שירד להם לישר בבקר הוריד להם אבנים	0	7	0	0	0	0	0
טובות ומרגליות  לשד השמן  אר אבהו אל תיקרי שד אלא שד	0	4	0	0	0	0	0
שמתהפך לכמה גוונים כשד  ויש או שד  מה שד כל זמן שהתצוק	0	5	0	0	0	0	0
מוצין מוצא כמה טעמים שהאם אוכלת  אף ישר  כת לחם וכת	0	4	0	0	0	0	0
שמן וכתי דבש  הא כיצד לבערים לחם  לזקנים שמן  לתצוקוה	0	3	0	0	0	0	0
דבש כתי וברדת הטל  וכתי ותעל שכבת הטל  אר חנינא טל	0	4	0	0	0	0	0
מלמעלה וטל מלמטה  ודומה כמי שמונח בקופסא  דק מחוספס	0	13	0	0	0	0	0
אמ ריש לקיש שנימוח בפיסתיד  ור יוחנ אמ דבר שנבלע ברמח	0	12	0	0	0	0	0
אברים כמניין מחספס בגימטר  תנו רבנ לחם אבירים  פי שנבלע	0	11	0	0	0	0	0
באברים אינו אינא מן המעיים  נן אלו תלמידיו את ר ישמ	0	3	0	0	0	0	0
ישמעﭏ מפני מה ירד להם מן לישר אלא פעם אחת	0	2	0	0	0	0	0
בשנה  אמ להם אמשול לכם משל למה הבר דומה למלך בשרוד	0	4	0	0	0	0	0
שהיה לו בן וקבע לו פרנסתו אחת בשנה ולא בא לו לפני אביו	0	5	0	0	0	0	0
להקביל פניו אלא פעם אחת בשנה  חזר וקבע לו	0	4	0	0	0	0	0
פרנסתו בכל יום והיה מקביל פני אביו בכל אם אף ישר  מי	0	6	0	0	0	0	0
שהיה ארבעה וחמשה בנים היה יושב ומצטער  ואו חס ושלו	0	7	0	0	0	0	0
לא יהיה המן יורד ונמצאו הוא ובניו וביתו מתים ברעב לכך	0	6	0	0	0	0	0
ירד בכל יום  ר טרפון וזקנים היו יושבין ועוסקין בפרשת	0	3	0	0	0	0	0
כמן והיה ר אליעז המודעי או מן שירד ליש ר היה גבוה	0	3	0	0	0	0	0
חמשים זמה  אל ר כורכו מודע  עד מתי מבא עלצו קושיות	0	4	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
או מקרא אני דורש כדאית התם  ונמינא מן שירד לי שראל	0	2	0	0	0	0	0
גבוה ששים אמה  איסי בן יהודה או מן שירד לישרא	0	4	0	0	0	0	0
היה מתגבר ועולה עד שרואין אותו כל מלכי מזרח ומער	0	12	0	0	0	0	0
שנ תערך לפני שולחן נגד צוררי  כת לחם אבירים אכל	0	13	0	0	0	0	0
זה המן שנבלע באברים והכתי ויתך תהיה על אזניך	0	9	0	0	0	0	0
אלא דברים הבאים ממדינת הים  דא לאחר שסרחו שנתלוננ	0	0	0	0	3	0	0
ואמרו בלחם הקלקל  או יש לך ילוד אשה שמכניס ואינו מוצי	0	5	0	0	0	0	0
אמ להם המקו אני אמרתי אהם אתם ובני כו ותהיו לפני כמלא	0	3	0	0	0	0	0
כמלאכים השרת  ואם תעשו שלא כהוגן אני מטריח אתכם	0	3	0	0	0	0	0
פרסאות ולשם תפנו  ותנא כשהם מפנים אין נפנין לא	0	0	0	0	0	0	0
לצדיהם ולא לפניהם אלא לאחריהם  פי שאין יודעין לאיזה	0	3	0	0	0	0	0
מקום יכו העננים לפניהם  והלכו לאחריהם שידעו שלא יחזרו	0	3	0	0	0	0	0
ואותם שלפנים טורחים מאד לפנות מחויץ למחנה לאחריהם	0	0	0	0	1	0	0
אכל איש זה יהושוע שירד לו מן כנגד כל ישר  שעלה יהושוע	0	5	0	0	0	0	0
עם משה עד תחומי ההרי ועלה משה על ההר והמתין יהושו	0	5	0	0	0	0	0
שמה עד סוף מ אום שנ וישמע יהושוע את קול העם ברעה	0	5	0	0	0	0	0
למדנו שלא היה שם עמהם ושם ירד לו מן כנגד כל ישראל	0	0	0	0	0	0	0
השני דרכים  הטוב והרע  רא	0	0	0	0	0	0	0
ראה נתתי לפניך היום את החיים ואת המות  שמעתי בת קול	0	0	0	0	0	4	0
מדבר מן השמים ומה דבר ראה נתתי לפניך האם וגו  אמ	0	0	0	0	0	7	0
המקו שני דרכים קרובים נתתי לכם אחת טובה ואחת רעה	0	0	0	0	0	8	0
של טובה החיים ושל רעה המות  ובשער דרך הטוב ישבה	0	0	0	0	0	8	0
שני דרכים אחת של צדקה ואחת של חסד  ואליהו זכור לטוב	0	0	0	0	0	13	0
מבח בין שני דרכים האילו ומכריו עליאו ואו כתחו שערים	0	0	0	0	0	11	0
ראשיכם  ויבא שמואל הנביא ויעמד בין שבי	0	0	0	0	0	11	0
דרכים הללו ויאמר באיזה דרך ילך  אם אלך בשל צדקה של	0	0	0	0	0	5	0
חסד טובה הימנה ואם בשל חסד של צדקה טובה הימנה	0	0	0	0	0	9	0
אלא מעיד אני עלי שמים וארץ שלא אסור מהם ימין ושמא	0	0	0	0	0	10	0
אל שמואל אשריך שנתת עיניך על שני דרכים הטובים	0	0	0	0	0	7	0
הללו חייך שאני נותן לך שכר שתי מתנות חיים וכבוד וצדק	0	3	0	0	0	0	0
שנ רודן צדקה וחסד ימיצא חיים וכבוד  נמיצא אין כת אלא	0	0	0	0	0	7	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
ימניו כבוד  ובדרך הרע ישבו ד פתחים  ועל כל פתח	0	0	0	0	0	6	0
ופתח ז מלאכים עומדים ד מבחוץ וג מנפנים	0	0	0	0	0	5	0
אילו מבחוין רחמנים ואילו מבפנים אכוריים  א  כשבא אדם	0	0	0	0	0	3	0
ליכנס הרחמנים עומדים ואו לו מהלך ולצרה לילך בין הגחלים	0	0	0	0	0	4	0
האילו שמע לנו ושוב ועשה תשובה  אם שמע להם מוטב הרי	0	0	0	0	0	7	0
הם או כאינא בו  ואו לו הרי נכנסת לפתח  א  אל תכנס לפתח	0	0	0	0	0	7	0
ב  לך ושוב  ב  בא ליכנס בפתח שיני  הרחמנים עומדים ומאי	0	0	0	0	0	9	0
ומאיימין אותו ואו לו מה לך להיות מחוק מתורת ﭏהינו	0	0	0	0	0	9	0
שמע להם מוטב  ואם לאו או לו כאינא בו  ואו לו הרי נכנסת	0	0	0	0	0	8	0
בפתח ב  אל תכנס בפתח גי בא ליכנס בו אומ לו מה לך להיות	0	0	0	0	0	10	0
טמא  לך ושוב קודם שתכנס בפתח ד  נכנס בפתח רביעי	0	0	0	0	0	8	0
הרחמנים מאיימין אותו ואו לו הרי נכנסת בכל הפתחים	0	0	0	0	0	9	0
שמעת לנו עד עכשיו המקו מקבל שבים ומוחל עונות וסולח	0	0	0	0	0	9	0
חטאים  שובו בנים שובבים  כך אמ להם המקו בכל יאום	0	0	0	0	0	6	0
ואם שנ תטב ינוש עד דכא  וכת תינא רוחו ישוב	0	2	0	0	0	0	0
לאדמתו  ועליהם הכתו או על שלשים ועל רבעים לשנאי  וכת	0	0	0	0	0	6	0
אחד או הן כל אלה יפעל ﭏ פעמים ושלש עם גבר  וכן המקום	0	0	0	0	0	7	0
קורא לאליעזר אליעזר בני אתה עשית את עצמך כחוט המ	0	0	0	0	0	6	0
המשולש לא נמהרה צתק ועליך נאמ תמים תהיה עם ײ ﭏהיך	0	0	0	0	0	0	5
ראה אנכי נותן  אר שמעון אמ המקו זבר זה בסיני  ובאות	0	0	0	0	4	0	0
שעה והכתי מפי עלאן לא תנא הרעות והטוב  אלא	0	0	0	0	0	4	0
מאליה נאה הרעה על עושי הרעה והטוב על עושי הטובה  אר	0	0	0	0	0	11	0
חגי  ולא עור אלא שנתתי להם שני דרכים ונכנסתי להם לפני	0	0	0	0	0	9	0
משורת הדין ואמ להם ובחרת בחיים  גם זה לעומת זה	0	0	0	0	0	7	0
עשה הילהים  כשברא המקן את העולם ראה צדיקים ורשע	0	0	0	0	0	0	0
להיות בעולם  ברא גן זברא גיהנם  וכאן שאדם נולד יש לו שני	0	6	0	0	0	0	0
חלקים אחד בגן עדן ואת בגיהנם  אם מסגל מעשים טובים	0	0	0	0	0	0	0
נוטל חלקו בנן עדן ואם עושה מעשים רעים נוטל חלקו בגיהנ	0	6	0	0	0	0	0
ולעתיד נוטל המקו את הצדיקים ומראה להם מקום פנו	0	4	0	0	0	0	0
לתוך גן עדן לרשעים ואו זה שלכם הוא ולחבירכם שסגלתם	0	3	0	0	0	0	0
מעשים טובים וירשתם מקומות אילו  וכן לרשעים בגני הנם	0	0	0	0	0	3	0
ולמה ניצולו ישר מדינה של גיהנם לפי שעוסקין בתורה ובמיצ	0	0	0	0	0	2	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
שנ נס בדס בריתך שלחתי אסיריך מבור  ואין ברית אלא תור	0	0	0	0	0	3	0
שנ ויקח משה את הדם ויאמר הנה דם הברית אשר נרת	0	0	0	0	0	0	3
ײ עמכם על כל הדברים האלה  מבור זה גיהנם שנ ויעלני	0	0	0	0	0	0	4
מבור שאון  ד רש ריש לקי בא לטהר מסייעין לו  בא	0	0	0	0	0	0	4
לטמא פותחין לו  דכ אם ללינים הוא יליץ ולענוים יתן חן  ולכך	0	3	0	0	0	0	0
נברא העולם ביה מפני שצדיקים שבו מועטים  וכך ראשו	0	5	0	0	0	0	0
כפוף של אד  מפני שראשיהם של צדיקים כפופים  ומעשיהם	0	0	0	0	0	0	3
אין דומין לרשעים  ולכך נברא בה מפני שהיא דומה לאכסדרא	0	2	0	0	0	0	0
שכל הרוצה לצאת יצא  ומאי טעמ תליא כרעיה דאי הדר	0	6	0	0	0	0	0
בתשובה מקבלין אותו	0	7	0	0	0	0	0
הכל בידי שמים חרץ מיראת	0	5	0	0	0	0	0
שמים  והכל בידי שמים חוץ מצנים פוום  פי אותו דבר	0	6	0	0	0	0	0
בידי אדם  כלומ יראת שמים שיהיה הוא עצמו מבין ומכין	0	6	0	0	0	0	0
את לבו לכך  ואעפ שהיכולת בידו להכין לבבינו אלא שנ הנה	0	4	0	0	0	0	0
כחומר ביד היוצר כן אתם בידי נאם יא  וכת והסירותי לב	0	4	0	0	0	0	0
האבן  וכתי מי יתן והיה לבבם זה ליראה אותי כל הימים  ויש	0	7	0	0	0	0	0
אומ בכל המצות צריך שיעזרנו המקום לעשות לפי שיש נה	0	7	0	0	0	0	0
חסרון כיס שנ כי קרוב אליך הדבר בפיך ובלבבך לעשותו	0	7	0	0	0	0	0
וצינים פחים קור הנופח  וכתי צנים פחים בדרך עקש  דא	0	0	0	0	0	5	0
צנים פחים זו צואת האזן ויצמאת החוטם דאמ מר רובן	0	0	0	0	0	5	0
קשה ומיעוטן יפה  ר אליעז או זה מרה פי שהמרירה גדילה	0	2	0	0	0	0	0
ונובעת ומתפשטת בגידים ועצמות  וכל זה פת של שחרית	0	2	0	0	0	0	0
מבטל וקיתון של מים אם אין לו יין  ולמה נקרא שמו מרה	0	0	0	0	0	1	0
שמחלה כל הגוף  דא לכך היא נקראת מחלה שפג חלאים	0	0	0	0	0	1	0
תלואים בה  ושמוא אמ הכל ברוחות  ואת והאיכ הרוגי מל	0	0	0	0	0	1	0
מלכות התם נמי אי לאו דהוי ויקא עבדי ליה סמתרי וחיי  וזהו	0	0	0	0	0	0	0
הפי הכל ברוח  כל החלאים ותוצאות המיתה על ידי נשיבת	0	1	0	0	0	0	0
הרוח לפי שעה רח פלוני  והאיכ הרוגי מלכות התם נמי	0	1	0	0	0	0	0
לאו דהוי ויקא שנכנס במכה עביד סמתרי עשנ וחיי	0	1	0	0	0	0	0
א מ ריש לקי מאי דכתי כי לא ידע האדם את עתו כדגים	0	0	0	0	3	0	0
הנאחזים במצודה מא י מצודה רעה זה חכה פי יממינון	0	0	0	0	5	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
	0	0	0	0	0	0	0
ואוחזי בו את הדג  ואינו דומה מי שנאחז במכמורת ורשתות	0	0	0	0	5	0	0
על ידי טורח גדול  ובפרחון ערך ינן  צנים פחים פי הוא	0	0	0	0	0	0	0
הקור שנופח נדרך עקשים  ומי שמרחיק עצמו יצצו  ואמרו	0	0	0	0	0	0	0
רבו חקור הרבה והחום הרבה הם המעקשים לאינא בדרך	0	0	0	0	0	1	0
והכל בידי שמים חויץ מצנים פחים  אם ישמור אדם עצמו	0	4	0	0	0	0	0
לא יבא לו  ויש או יצנים קוצים  וכן אל מצנים יקחהו  וכן	0	4	0	0	0	0	0
לצנינים בצדיכם	0	4	0	0	0	0	0
הדרך הישר והטוב אשר	0	0	0	0	0	0	1
אנכי מצוך היום  היום לעשותם ולא למחר לעשותם ולא היום	0	6	0	0	0	0	0
ליתן שכרם  כדתני ר אליעז או שוב יום אחד לפני מיתתד	0	6	0	0	0	0	0
אתה יודע מתי אם היום או למחר  ונמצאו כלימיו בתשובה	0	6	0	0	0	0	0
וזה הדרך אשר תעשו אחרי ײ ﭏהיכם תלכו ואותו תיראן הלך	0	0	0	0	0	0	0
